	experiment_config	language	language_family	african_proverb	label	Output Type	predict	morpheme_breaks
89344	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muici wa muthenya ni oio, na wa utuku ni oio	Wrongdoing is eventually exposed.	figurative_translate	A thief by day is the same person as a thief by night; one's nature does not change with circumstances.	muic-i wa mutheny-a ni oio na wa ut-uk-u ni oio
89345	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muigua uthekagirira cong’e	Kinship obliges mutual support.	figurative_translate	One who asks questions avoids mistakes.	mu-ig-ua uthekagirir-a cong e
89346	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muihwa ndahoyaga na ndaimagwo	Family care is unconditional.	figurative_translate	One does not negotiate with or seek advice from a malicious person, as their nature inherently prevents genuine assistance or honest counsel.	mui-hw-a ndahoyag-a na ndaimagwo
89347	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muihwa ndaimagwo runyeni	Proximity forces shared emotion.	figurative_translate	One does not invite a guest to stay only to provide them with inadequate hospitality.	mui-hw-a ndaimagwo runyen-i
89348	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muikarania na kiimba ndagaga maithori	Coexistence reveals character.	figurative_translate	People who associate with those of bad reputation inevitably suffer the same negative consequences attributed to that group.	muikarani-a na ki-imba ndagag-a maithor-i
89349	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muikaranio niguo mubarano	Those closest know the truth best.	figurative_translate	Cooperation is the foundation of success.	muikarani-o nigu-o mubarano
89350	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muikari muti gitina niwe ui kiria thambo iriaga	Reckless actions harm unintended people.	figurative_translate	"The person who lives near the tree knows what insects eat it.

The one in closest proximity to a situation has the most accurate understanding of its true nature."	muikar-i mut-i gitin-a ni-we ui ki-ri-a thambo iri-aga
89351	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muikari na hunyu ndakoragwo onete maguta akarega kwihaka	Discipline prevents crisis.	figurative_translate	A person with options does not remain stuck in an unfavorable situation simply because they are accustomed to it.	muikar-i na huny-u ndakoragwo on-et-e magut-a aka-reg-a kwih-ak-a
89352	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muikia ndoi mwehereri	Experience regains value after loss.	figurative_translate	Two people in conflict cannot objectively judge their own dispute; an impartial third party is necessary for fair resolution.	mui-kia ndo-i mweherer-i
89353	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muimwo ni iri ndatuuraga	Guilt creates constant fear.	figurative_translate	One who is praised does not remain in one place.	mu-im-wo ni iri ndatuurag-a
89354	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muingatwo na kihooto ndacokaga	Coexistence does not erase difference.	figurative_translate	A person who has been expelled with legitimate cause does not return.	muingatwo na kihooto nda-cokag-a
89355	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muinuki kwao ndatukagirwo	Roles must be respected.	figurative_translate	One should not be criticized for returning to their own home.	muinuk-i kwa-o ndatukagirwo
89356	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muka mucangacangi ndagaga mwana	Diligence saves effort.	figurative_translate	"A woman who constantly moves from place to place does not raise a child successfully.

Underlying principle: Stability and consistency are necessary for nurturing and developing something valuable; lack of commitment to a single path leads to failure in responsibilities that require sustained attention."	mu-ka mucangacang-i ndagag-a mw-an-a
89357	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muka mukuru acokagirirwo na gikuu	Avoiding responsibility delays maturity.	figurative_translate	"An old woman is returned to by death.

Death revisits those who have already experienced significant loss.

Persistent misfortune targets those who are already vulnerable.

Those who have suffered greatly are not spared from further suffering."	mu-ka mu-kur-u acokagirirwo na giku-u
89358	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muka uri kironda ainagira gitiro ihugo	Wisdom is learned from elders.	figurative_translate	A woman with a wound endures rope friction on her back.	mu-ka uri kirond-a ain-agir-a git-ir-o ihug-o
89359	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muka uri mwana ndoraga	Social security outweighs lineage.	figurative_translate	A woman who has a child does not get completely abandoned.	mu-ka uri mw-an-a ndo-rag-a
89360	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muka wa mwathi ahingaga na kuguru etereire kigurumuki oke	Expertise does not guarantee comfort.	figurative_translate	A woman of a traveler prepares food while standing, waiting for the rumbling of his stomach so he may eat.	mu-ka wa mw-ath-i ahingag-a na kugur-u etereir-e kigurumuk-i oke
89361	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muikarire ni umwe no murarire ti umwe	Contempt reveals poor character.	figurative_translate	People may share the same circumstances or starting point, but their outcomes or experiences will differ based on their individual choices, efforts, or situations.	muikar-ir-e ni umwe no murarir-e ti umwe
89362	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mukagera mahoro ma ndugira	Some tasks are nearly impossible or extremely difficult.	figurative_translate	"The figurative meaning of the proverb in English:

One can never trust another's interpretation of events or situations they did not personally experience."	mukager-a ma-horo ma ndug-ir-a
89363	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mukami tiwe munyiti njau	Each person has a specific role or responsibility.	figurative_translate	One should not be judged incapable simply because they have not yet had the opportunity to demonstrate their abilities.	mukami ti-we muny-it-i nja-u
89364	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mukari aimaga uhunii	Greed withholds help regardless of need.	figurative_translate	One who is in a position of weakness or disadvantage must endure humiliation or mistreatment without recourse.	muk-ari aimag-a uhuni-i
89365	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muukiri tene ainukaga tene	Diligence brings efficiency and advantage.	figurative_translate	Those who rise early gain advantages before others.	mu-ukir-i tene ainukag-a tene
89366	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mukurira githunu ndamenyagwo	Avoiding responsibility delays maturity.	figurative_translate	One who grows up in a thicket is not easily recognized.	mu-kur-ir-a githun-u ndamenyagwo
89367	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mukuru, gaya, unyonie mugaire	Wisdom and fairness are learned from elders.	figurative_translate	One who holds authority must demonstrate accountability by allowing their actions to be examined and judged by those they govern.	mu-kur-u ga-ya unyoni-e muga-ire
89368	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mukwithia ari itigi kwi muthati	Social security is better than total isolation.	figurative_translate	Those who hurry end up with incomplete results.	mukwithi-a ari itigi kwi muthat-i
89369	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mumbi arugaga na ngio	Expertise does not guarantee comfort or wealth.	figurative_translate	The creator works with what is available.	mumbi arugag-a na ngi-o
89370	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mumeni mundu ungi amwitaga kiongo kia njau	Contempt shows lack of respect and character.	figurative_translate	People stop valuing someone once another person takes their place.	mum-en-i mund-u ung-i amwitag-a ki-ongo kia nja-u
89371	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mumeni ungi amurutaga mbaki iniuru	Disrespect leads to extreme abuse.	figurative_translate	People who share the same negative circumstances tend to exclude and mistreat those who are slightly better off than themselves, revealing how hardship can breed resentment toward those with marginal advantages rather than solidarity against common oppression.	mum-en-i ung-i amurutag-a mb-aki iniur-u
89372	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu ageraga maimwo ndageraga maheo	People remember losses more than benefits.	figurative_translate	People regret what they fail to obtain more than what they are given.	mund-u agerag-a ma-im-wo ndagerag-a ma-he-o
89373	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu mugi ndari muhere wa uhoro	Intelligence grasps instruction quickly.	figurative_translate	A good person requires no witness to their good character; their virtue speaks for itself.	mund-u mug-i nd-ar-i muh-er-e wa uhoro
89374	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu mugo nderaguragira	Expertise cannot always solve personal problems.	figurative_translate	A person in a state of confusion or intoxication should not make important decisions, as their judgment is impaired.	mund-u mug-o nderaguragir-a
89375	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu mugo wa gwithokia ndari rua	Advice is valued only when requested.	figurative_translate	A person who plans to betray someone does not show hostility beforehand.	mund-u mug-o wa gwithoki-a nd-ar-i rua
89376	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu mugo wa ituura ndagaga	Familiarity breeds disregard.	figurative_translate	A person who belongs to a community cannot be lost to that community.	mund-u mug-o wa itu-ur-a ndagag-a
89377	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu muka na iguru itimenyagirwo	Some things are unpredictable.	figurative_translate	One cannot fully know another person's thoughts or intentions.	mund-u mu-ka na iguru itimenyagirwo
89378	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu muka ndoragagwo	Life must be protected regardless of conflict.	figurative_translate	A woman is not to be killed, meaning people should not be eliminated simply for speaking their minds or challenging authority.	mund-u mu-ka ndoragagwo
89379	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu muka ndatumagwo thiri-ini	Some tasks demand social restraint.	figurative_translate	A quarrelsome person is not invited to council meetings.	mund-u mu-ka ndatumagwo th-ir-i ini
89380	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu muigwa ni muhootani	Discipline enables success.	figurative_translate	A person is defined by their actions, not by their words or reputation.	mund-u mu-ig-wa ni muhootan-i
89381	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu murume ni wa karugi	Decisiveness defines responsibility.	figurative_translate	A person's worth is determined by their actions and contributions, not by their words or appearance.	mund-u mu-rum-e ni wa ka-rug-i
89382	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu urakanyuira niwe ui kari rita	Experience teaches better than words.	figurative_translate	The person who has been bitten by a snake is the one who knows where the snake hides.	mund-u urakanyuir-a ni-we ui ka-ri rit-a
89383	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu uri na undu otaga mwaki na riua	People act from necessity, not chance.	figurative_translate	People who possess something valuable desire to protect it from exposure and potential loss.	mund-u uri na undu otaga mw-ak-i na ri-ua
89384	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu utari mburi ndendaga nyama	Desire follows possibility.	figurative_translate	A person who lacks resources does not refuse opportunities for improvement.	mund-u utari mb-ur-i nd-endag-a ny-am-a
89385	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu utathiaga athinjaga mwati toi ndurume iri gicegu	Ignorance comes from lack of exposure.	figurative_translate	When a person lacks proper planning or foresight, they fail to prepare adequately for a situation that clear thinking would have revealed as imminent or obvious.	mund-u utathi-ag-a athinjag-a mwat-i toi ndu-rum-e iri giceg-u
89386	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu utathiaga oi no nyina urugaga	Travel broadens understanding.	figurative_translate	The underlying principle is that people often remain unaware of important work being done for their benefit until they experience its effects, showing that foundational efforts frequently go unnoticed by those who benefit from them.	mund-u utathi-ag-a oi no ny-in-a urugag-a
89387	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundu wa rurugi ourugagwo akerwo niwe wourugana	Reputation outweighs circumstance.	figurative_translate	A person who is accustomed to initiating conflicts will eventually encounter someone equally willing to confront them, and will suffer the consequences of their own aggressive behavior.	mund-u wa rurug-i ourugagwo ak-erwo ni-we wourugan-a
89388	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mundwithia rimwe ngagacoka kunwithia ringi	Repeated mistakes deserve blame.	figurative_translate	One who fails to listen once will fail to listen again.	mundwithi-a rimw-e ngagacok-a kunwithi-a ringi
89389	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Munua umwe ni ugaruragirwo	Change of environment brings renewal.	figurative_translate	Disputes should be resolved through dialogue rather than force.	mun-ua umwe ni ugaruragirwo
89390	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Munyaka ni unyakukagwo	Opportunity is temporary.	figurative_translate	Opportunity must be taken when it presents itself.	muny-ak-a ni unyakukagwo
89391	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Munyaka uri mbere ya kahinga	Success requires effort and endurance.	figurative_translate	The person who arrives first has the advantage over those who come later.	muny-ak-a uri mb-ere ya ka-hinga
89392	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Munyaka ndurokaga	Luck cannot be relied upon.	figurative_translate	One does not abandon their own responsibilities simply because they have taken on additional obligations.	muny-ak-a ndurokag-a
89393	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Munyotu athiaga ruui	Need compels action.	figurative_translate	Good deeds often lead one into challenging situations.	munyot-u athi-ag-a ru-ui
89394	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mura na mundu ti mura na hiti	Human betrayal hurts more than natural loss.	figurative_translate	Groups and individuals cannot be judged by the same standards, as collective dynamics differ fundamentally from personal behavior.	mur-a na mund-u ti mur-a na hit-i
89395	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muragani ndakayaga, no muragwo ukayaga	The victim bears the suffering.	figurative_translate	A person who accuses others never feels satisfied, but the one who is accused always feels wronged.	muragan-i ndakayag-a no mu-rag-wo ukayag-a
89396	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muregi akirwo ndaregaga akihetwo	Respectful refusal prevents conflict.	figurative_translate	Those who refuse to accept reasonable advice will only comply when forced by circumstances.	mu-reg-i ak-irwo ndaregag-a akihetwo
89397	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muregi gwathwo ndangihota gwathana	Authority requires discipline.	figurative_translate	A person who refuses to be guided cannot become a leader.	mu-reg-i gwath-wo ndangihot-a gwath-an-a
89398	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muremwo ni ndugo oigaga nja iri mahiga	Failure is blamed on circumstances.	figurative_translate	One must openly acknowledge and confront the true nature of problems rather than concealing or ignoring them.	muremwo ni ndugo oigag-a nja iri ma-hig-a
89399	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muri kuria ta athi a thatu	Hard times force compromise.	figurative_translate	People eat according to what they have, not according to their desires.	mur-i ku-ri-a ta ath-i a thatu
89400	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muria na gati ndoi muria na kaara ni akuhia	Those shielded from hardship lack empathy.	figurative_translate	One who eats with a sword does not know that one who eats with a finger is starving.	mu-ri-a na gat-i ndo-i mu-ri-a na ka-ara ni aku-hia
89401	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muria ngime ni uri mukimiri	Every benefit comes from someone’s effort.	figurative_translate	One should not make demands or claims on resources that one has not contributed to building or maintaining.	mu-ri-a ngime ni uri mukimir-i
89402	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muria njithi yake ndarundagwo	A person is free to use what is rightfully theirs.	figurative_translate	Workers should be compensated based on the value they have contributed.	mu-ri-a njith-i yak-e ndarundagwo
89403	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muria wiki akuaga wiki	Selfishness leads to isolation.	figurative_translate	Those who overindulge in pleasures exhaust themselves prematurely.	mu-ri-a wiki aku-aga wiki
89404	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murimirwo ni ithe ndoi indo iri bata	What comes easily is rarely appreciated.	figurative_translate	One who is advised by their father does not know what things are important.	murim-irwo ni ith-e ndo-i ind-o iri bata
89405	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murimi ndoinagwo guoko	Do not destroy the source of your benefit.	figurative_translate	One should not discourage or belittle someone who is engaged in productive labor, regardless of how simple or unskilled that labor may appear.	mur-im-i ndoinagwo gu-oko
89406	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murimi umwe ndaiyuragia ikumbi	Collective effort brings abundance.	figurative_translate	A single farmer cannot fill a granary through cooperative effort.	mur-im-i umwe ndaiyuragi-a ikumb-i
89407	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murimi tiwe murii	Those who work do not always enjoy the rewards.	figurative_translate	One who does the work of farming does not necessarily reap the harvest.	mur-im-i ti-we muri-i
89408	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio nduminaga ng’aragu	Pleasure cannot replace real needs.	figurative_translate	One who is hungry does not reject food due to its appearance.	muri-o nduminag-a ng arag-u
89409	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio ndunenganagirwo	Enjoyment is personal and individual.	figurative_translate	Responsibilities should not be permanently assigned to specific individuals; they should be shared and rotated among capable people.	muri-o ndunenganagirwo
89410	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio ndutuuraga ta ngatho	Gratitude outlives momentary pleasure.	figurative_translate	Debts create lasting obligations; favors received must eventually be repaid.	muri-o ndutuurag-a ta ngath-o
89411	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio niwiriagira	Excessive pleasure leads to self-destruction.	figurative_translate	One must take responsibility for one's own sustenance and well-being.	muri-o niwiriagir-a
89412	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio ugiraga kieha	Pleasure often carries hidden pain.	figurative_translate	Shared hardship creates strong bonds between people.	muri-o ug-irag-a ki-eha
89413	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio uminaga magego	Excess indulgence causes harm.	figurative_translate	Relentless criticism gradually erodes even the strongest resilience.	muri-o uminag-a magego
89414	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio urutaga hungu muti iguru	Attraction exposes one to danger.	figurative_translate	One's actions reveal their true nature, regardless of how they present themselves.	muri-o urutag-a hung-u mut-i iguru
89415	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murio wa njohi ni uriukagwo, no wa indo nduriukagwo	Greed grows deeper than physical indulgence.	figurative_translate	The consequences of excessive alcohol consumption are immediately visible and disruptive, whereas the negative effects of overeating or gluttony manifest gradually and are often ignored until they become severe.	muri-o wa njoh-i ni uriukagwo no wa ind-o nduriukagwo
89416	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muria runene ndaruriagira	Excessive greed leads to loss.	figurative_translate	Those who hold significant power or authority are not subject to the same rules, scrutiny, or consequences that apply to ordinary people.	mu-ri-a runene ndaruriagir-a
89417	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Muriganio uri tha	Coexistence requires patience and kindness.	figurative_translate	A person who is overly cautious or hesitant in making decisions will often miss opportunities or fail to achieve their goals.	muriganio uri tha
89418	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murimu nduri hinya ugitonya mwiri ta ukiuma	Problems arise faster than they are solved.	figurative_translate	"Disease has no power to enter the body unless you allow it.

**Output:**
Vulnerability to harm depends on one's own actions or negligence."	mu-rim-u ndur-i hin-ya ugitony-a mw-ir-i ta uki-um-a
89419	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murimu wa mucoka niguo uragaga mundu	Ignored problems become more dangerous.	figurative_translate	The disease that returns is the one that kills a person.	mu-rim-u wa mu-cok-a nigu-o uragag-a mund-u
89420	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murogi tiwe murogori	One who causes harm cannot fix it.	figurative_translate	The one who bewitches others is not the one who suffers the consequences of witchcraft.	murog-i ti-we murogor-i
89421	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murori aruga murimi	People judge others more harshly than themselves.	figurative_translate	One who takes on a role must accept its full responsibilities and consequences.	muror-i arug-a mur-im-i
89422	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murugiri arume ndagaga ngiha	Hard service brings little appreciation.	figurative_translate	Men who stand too close to each other do not fully grow as individuals.	murugir-i arum-e ndagag-a ngi-ha
89423	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murunguru wa njamba utahaga na ime	Success requires endurance of hardship.	figurative_translate	Those who lack strength cannot accomplish difficult tasks.	murungur-u wa nj-amb-a uta-hag-a na ime
89424	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Mururi ndwakaga	Appearance does not guarantee value.	figurative_translate	One does not correct someone while they are still providing help or doing a favor.	murur-i ndwakag-a
89425	kimi-k2-gen-eng-fig-Kenya	gikuyu	bantu	Murwithia arume aari kihii	Everyone passes through the same stages of life.	figurative_translate	A person who has not disciplined others lacks the experience and authority of someone who has mentored or guided them.	murwithi-a arum-e aari ki-hi-i
90115	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ĩlata ya mbua ti ĩlata ya sua.	Different forces have different effects.	figurative_translate	The success or failure of one person does not determine the success or failure of another.	ĩl-at-a ya mbu-a ti ĩl-at-a ya sua
90116	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kana kaketũũa thano kambĩĩaa ũkolotya mbuanĩ	Early signs reveal future outcomes.	figurative_translate	A person who has experienced hardship themselves is better able to understand and help others who are suffering.	kan-a ka-ketũũ-a thano kambĩĩa-a ũkoloty-a mbu-anĩ
90117	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Katu nĩ ka mbua.	Small signs signal bigger outcomes.	figurative_translate	Small things can have significant consequences.	katu nĩ ka mbu-a
90118	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kwakya kũte katu	The outcome is already clear.	figurative_translate	One should not refuse or dismiss something simply because it arrives early or comes sooner than expected; timely opportunities or benefits should be accepted regardless of their timing.	kwa-kya kũt-e katu
90119	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũthenya wĩ mbua ndwĩ matu.	Events can be unpredictable.	figurative_translate	People who are already experiencing difficulty should not create additional obstacles for themselves.	mũtheny-a wĩ mbu-a ndw-ĩ mat-u
90120	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Matukũ oonthe ti wa sikũkũ	Life is not always easy or celebratory.	figurative_translate	Each day is not a borrowed day.	matukũ oonth-e ti wa sikũkũ
90121	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Matukũ ma kĩng’ei nĩ mwonza	Wrongdoing is eventually exposed.	figurative_translate	Difficult times are temporary; they eventually pass.	matukũ ma kĩng ei nĩ mwonz-a
90122	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndyĩsũvaa ũtukũ kweteele ũkya nĩyonee nthĩ.	Alternatives always exist.	figurative_translate	People who refuse to take advice when problems are still small will only understand their mistakes when the consequences become severe and unavoidable.	ndyĩsũva-a ũtukũ kweteel-e ũk-ya nĩyone-e nth-ĩ
90123	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũkaema ona mbũi nziũ mũthenya ona ũtukũ ndũmyona	Failure in easy times predicts failure in hard times.	figurative_translate	"One who stays with a goat will not see it during the day or at night.

Wait, let me correct this to follow the instructions properly - removing metaphor and imagery:

Those who live in close proximity to a situation or person often fail to notice obvious problems or characteristics that outsiders would immediately perceive."	ũkaem-a ona mbũ-i nzi-ũ mũtheny-a ona ũtukũ ndũmyon-a
90124	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũthũku ũkaa na sua ndũkemene.	Hardship is temporary.	figurative_translate	Wickedness accompanied by cleverness leads to downfall.	ũthũk-u ũka-a na sua ndũkemen-e
90125	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũseo nĩ kĩla mũthenya ũthũku nĩ mũthenya o ũmwe	Good outweighs bad over time.	figurative_translate	Good things take many days to build, but bad things can happen in a single day.	ũse-o nĩ kĩ-la mũtheny-a ũthũk-u nĩ mũtheny-a o ũmwe
90126	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Yumaatatũ ndĩtũaa yumaa no yĩĩsaa ĩvika	Accountability eventually comes.	figurative_translate	Three stones cannot stand together without one being pushed aside.	yumaatatũ ndĩtũa-a yuma-a no yĩ-ĩsa-a ĩv-ik-a
90127	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kyetho kya yũlũ kĩtũaa	Opportunities are temporary.	figurative_translate	The actions of a small creature reveal the nature of the larger group it belongs to.	kyetho kya yũlũ kĩtũa-a
90128	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ndĩkĩlaw’a metho	The future cannot be fully known.	figurative_translate	One should not make important decisions or take action when experiencing strong emotions, as clarity of judgment is impaired.	mbu-a ndĩkĩlaw a metho
90129	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ndĩ kĩthuma	Some forces cannot be resisted.	figurative_translate	People's circumstances and behaviors are shaped by their environment and upbringing.	mbu-a ndĩ kĩth-um-a
90130	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ndyasyaa.	Effort will eventually be rewarded.	figurative_translate	One must endure hardship to achieve growth or success.	mbu-a ndyasya-a
90131	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ya ĩmantha ti ĩmwe	Persistence brings new chances.	figurative_translate	Different problems require different solutions.	mbu-a ya ĩmanth-a ti ĩmwe
90132	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ya ũnyenyeũ ndĩvandĩawa	Not all appearances bring results.	figurative_translate	The outcome of actions that seem appealing at first but are actually harmful cannot be undone once initiated.	mbu-a ya ũnyenyeũ ndĩvandĩaw-a
90133	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ya nundu ndĩkyesaa.	Empty promises can linger.	figurative_translate	A small amount of rain is enough for a mushroom.	mbu-a ya nundu ndĩkyesa-a
90134	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua ĩkĩlea kua ĩetae mũumbĩ.	Reluctance produces excuses.	figurative_translate	Effective leadership requires adapting one's approach to the circumstances and needs of those being led.	mbu-a ĩkĩle-a kua ĩeta-e mũumbĩ
90135	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mbua yũlea kua ĩkwatasya ũkũngi.8	People shift blame for their failures.	figurative_translate	People who experience hardship early in life develop greater resilience and capability than those who have had easy circumstances.	mbu-a yũle-a kua ĩkwatasy-a ũkũng-i 8
90136	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũndũ awetae mbua yaamuĩa	One speaks from lived experience.	figurative_translate	One should call their own dog that bites.	mũndũ aweta-e mbu-a yaamuĩ-a
90137	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndũkasuke mbua thaano	Avoid provoking future consequences.	figurative_translate	One should not abandon a source of sustenance while one still requires it.	ndũkasuk-e mbu-a tha-ano
90138	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũtaathi nĩ wa mbua	Signs indicate outcomes.	figurative_translate	Authority is established through strength.	ũta-ath-i nĩ wa mbu-a
90139	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũmanyaa kwĩ mbua nĩkwona ũtisi mbee wa Kolyanza	Some events are predictably patterned.	figurative_translate	One must understand the broader context before making judgments about specific situations, as appearances can be deceptive without full knowledge of the circumstances.	ũmanya-a kwĩ mbu-a nĩkwon-a ũtis-i mbe-e wa kolyanz-a
90140	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vai mbua ĩte ũmuu.	Every benefit has drawbacks.	figurative_translate	When rain comes, there are no divisions among people; shared circumstances unite everyone regardless of their differences.	vai mbu-a ĩte ũm-uu
90141	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vai mbua ĩtakya	Hardship is temporary.	figurative_translate	One should not reject help or resources simply because of their source or circumstances, as what is useful remains valuable regardless of its origin.	vai mbu-a ĩtak-ya
90142	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndũkaume ngwa ũtavika ĩtunĩ	Do not challenge superior forces.	figurative_translate	Do not refuse help to someone in need simply because you doubt their ability to repay you or succeed.	ndũka-um-e ng-wa ũtavik-a ĩt-unĩ
